AIRCRAFT,PHASE_OF_FLIGHT,SPECIES,TIME_OF_DAY,HEIGHT,DAMAGE_SEVERITY
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Palm warbler,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1600,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,Take-off run,White-tailed kite,UNKNOWN,0,0
UNKNOWN,Approach,Black vulture,UNKNOWN,800,0
UNKNOWN,Landing Roll,Western meadowlark,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Ruby-crowned kinglet,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,2000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Approach,Canvasback,UNKNOWN,2000,2
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,2500,0
UNKNOWN,nan,Laughing gull,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Western gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Sparrows,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Turkey vulture,UNKNOWN,2000,2
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Landing Roll,Snow bunting,UNKNOWN,0,0
UNKNOWN,nan,Eurasian skylark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,Descent,Unknown bird - medium,UNKNOWN,7500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,Climb,Barn swallow,UNKNOWN,20,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Nelson's sharp-tailed sparrow,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Northern rough-winged swallow,UNKNOWN,-1,0
UNKNOWN,nan,Cooper's hawk,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - large,UNKNOWN,-1,1
UNKNOWN,nan,Lesser goldfinch,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Wilson's snipe,UNKNOWN,-1,0
UNKNOWN,Approach,Wild turkey,UNKNOWN,10,0
UNKNOWN,Take-off run,Rock pigeon,UNKNOWN,0,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Little brown bat,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Take-off run,Coyote,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,2000,1
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,500,0
UNKNOWN,nan,Prairie falcon,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,1
UNKNOWN,nan,American pipit,UNKNOWN,-1,0
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Blackbirds,UNKNOWN,-1,0
UNKNOWN,DEPARTURE,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Cedar waxwing,UNKNOWN,100,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Vesper bats,UNKNOWN,-1,0
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Osprey,UNKNOWN,0,1
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,1
UNKNOWN,nan,Yellow-rumped warbler,UNKNOWN,-1,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Tree swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Climb,Barn owl,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Cliff swallow,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3100,2
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,524,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1800,0
UNKNOWN,Approach,Cliff swallow,UNKNOWN,100,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,550,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,CLIMB,Unknown bird,UNKNOWN,1000,0
UNKNOWN,nan,Common nighthawk,UNKNOWN,-1,0
UNKNOWN,Take-off run,Herring gull,UNKNOWN,0,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,nan,Mallard,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,2200,0
UNKNOWN,Approach,Swallows,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,458,0
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Finches,UNKNOWN,0,0
UNKNOWN,Take-off run,American kestrel,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,600,0
UNKNOWN,nan,Western kingbird,UNKNOWN,-1,0
UNKNOWN,Approach,American pipit,UNKNOWN,30,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,Approach,Herring gull,UNKNOWN,20,0
UNKNOWN,nan,Blackpoll warbler,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - medium,UNKNOWN,1200,1
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,2400,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Upland sandpiper,UNKNOWN,-1,0
UNKNOWN,Approach,Hawks,UNKNOWN,500,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,4000,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Climb,European starling,UNKNOWN,150,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,1000,0
UNKNOWN,nan,Gadwall,UNKNOWN,-1,0
UNKNOWN,Approach,White-winged dove,UNKNOWN,2,0
UNKNOWN,nan,American coot,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3600,0
UNKNOWN,nan,Turkey vulture,UNKNOWN,-1,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,APPROACH,Hawks,UNKNOWN,-1,0
UNKNOWN,Approach,Pine warbler,UNKNOWN,500,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Killdeer,UNKNOWN,5,0
UNKNOWN,Landing Roll,Laughing gull,UNKNOWN,0,0
UNKNOWN,nan,Purple gallinule,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3500,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,American kestrel,UNKNOWN,25,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn owl,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,Climb,American kestrel,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Departure,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Black skimmer,UNKNOWN,-1,0
UNKNOWN,Approach,Hawks,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Little brown bat,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Ring-billed gull,UNKNOWN,0,0
UNKNOWN,nan,Scissor-tailed flycatcher,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,Take-off run,American kestrel,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,En Route,Hawks,UNKNOWN,500,0
UNKNOWN,Approach,European starling,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,5500,0
UNKNOWN,nan,Pectoral sandpiper,UNKNOWN,-1,0
UNKNOWN,Take-off run,American pipit,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,2
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Black-and-white warbler,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Sparrows,UNKNOWN,0,0
UNKNOWN,Landing Roll,Raccoon,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,5000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Sparrows,UNKNOWN,-1,0
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Cassin's sparrow,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,5000,0
UNKNOWN,nan,Tree swallow,UNKNOWN,-1,0
UNKNOWN,nan,Common yellowthroat,UNKNOWN,-1,0
UNKNOWN,Approach,American kestrel,UNKNOWN,30,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,30,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3500,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,900,0
UNKNOWN,Landing Roll,Lark bunting,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,20,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Great horned owl,UNKNOWN,-1,0
UNKNOWN,nan,Great black-backed gull,UNKNOWN,-1,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Canada goose,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Caspian tern,UNKNOWN,-1,0
UNKNOWN,Approach,American kestrel,UNKNOWN,100,0
UNKNOWN,Take-off run,Ring-billed gull,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,10,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,20,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,500,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Cattle egret,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Take-off run,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Take-off run,Rock pigeon,UNKNOWN,0,2
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Taxi,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Coyote,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,1000,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,1200,0
UNKNOWN,Approach,Canada goose,UNKNOWN,-1,1
UNKNOWN,Landing Roll,Swallows,UNKNOWN,0,0
UNKNOWN,En Route,Unknown bird - medium,UNKNOWN,2000,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,Approach,Hoary bat,UNKNOWN,-1,0
UNKNOWN,Approach,Canada goose,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Take-off run,Canada goose,UNKNOWN,0,1
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Spotted sandpiper,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Climb,Tree swallow,UNKNOWN,5,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Snowy owl,UNKNOWN,-1,0
UNKNOWN,nan,Common snapping turtle,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Approach,Rock pigeon,UNKNOWN,150,0
UNKNOWN,nan,Coyote,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Snowy owl,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Taxi,White-tailed deer,UNKNOWN,0,2
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Take-off run,Spotted sandpiper,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Climb,Cattle egret,UNKNOWN,30,0
UNKNOWN,Approach,European starling,UNKNOWN,50,0
UNKNOWN,Approach,Western meadowlark,UNKNOWN,15,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Ring-billed gull,UNKNOWN,100,0
UNKNOWN,nan,Big brown bat,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Landing Roll,White-tailed deer,UNKNOWN,0,2
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,Common nighthawk,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,10,0
UNKNOWN,Approach,Hawks,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Northwestern crow,UNKNOWN,-1,0
UNKNOWN,nan,Black-tailed jackrabbit,UNKNOWN,-1,0
UNKNOWN,Approach,Horned lark,UNKNOWN,800,0
UNKNOWN,Take-off run,Rock pigeon,UNKNOWN,0,1
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,4500,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Climb,Mourning dove,UNKNOWN,5,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Northern pintail,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1700,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,1500,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,700,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,100,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,600,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Doves,UNKNOWN,0,0
UNKNOWN,Approach,Swallows,UNKNOWN,15,0
UNKNOWN,Take-off run,Green-winged teal,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1500,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,nan,Sage sparrow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Take-off run,Cliff swallow,UNKNOWN,0,0
UNKNOWN,Descent,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,Approach,Zebra dove,UNKNOWN,50,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Descent,Unknown bird - small,UNKNOWN,3000,1
UNKNOWN,nan,Coyote,UNKNOWN,-1,0
UNKNOWN,Climb,Mourning dove,UNKNOWN,100,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Killdeer,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,1700,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,3000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2200,0
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,4000,0
UNKNOWN,Approach,Cedar waxwing,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,4000,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Chestnut-sided warbler,UNKNOWN,5000,0
UNKNOWN,Descent,American crow,UNKNOWN,1000,1
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Approach,Killdeer,UNKNOWN,100,0
UNKNOWN,Approach,American robin,UNKNOWN,4000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Boat-tailed grackle,UNKNOWN,-1,0
UNKNOWN,nan,Scissor-tailed flycatcher,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Northern flicker,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,Climb,Sparrows,UNKNOWN,500,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Departure,Western kingbird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Red-eyed vireo,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,12,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Bank swallow,UNKNOWN,0,0
UNKNOWN,Take-off run,European starling,UNKNOWN,0,2
UNKNOWN,Approach,Cattle egret,UNKNOWN,10,0
UNKNOWN,Approach,Vesper bats,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3800,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Ring-billed gull,UNKNOWN,5,0
UNKNOWN,Approach,White ibis,UNKNOWN,250,0
UNKNOWN,nan,Striped skunk,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Take-off run,Sparrows,UNKNOWN,0,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Brown-headed cowbird,UNKNOWN,-1,0
UNKNOWN,nan,Least sandpiper,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,9700,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,6000,0
UNKNOWN,nan,Common pipistrelle,UNKNOWN,-1,0
UNKNOWN,Approach,Chestnut-sided warbler,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Landing Roll,Bank swallow,UNKNOWN,0,0
UNKNOWN,Approach,Brazilian free-tailed bat,UNKNOWN,1000,0
UNKNOWN,Approach,Mottled duck,UNKNOWN,5,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Upland sandpiper,UNKNOWN,-1,0
